CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
PMARGUN|PMARGU01|04|HOTEL MARGUN|WALDNER PHILIPP JOSEF|NATIONALSTRASSE, 7|MALS|BZ|39024|02616790214||02|N||
PMEIND01|PMEIND01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMEINDOR|PMEIND01|04|SEERESIDENCE MEIN DOERFL|DORFALM KG STECHER HUBERT & CO|ALTDORFSTR. 11|RESCHEN|BZ|39027|02616790214||02|N||
PMELAG01|PMELAG01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMELAGER|PMELAG01|04|MELAGER ALM|WALDNER MARKUS|MELAG|LANGTAUFERS|BZ|39027|02616790214||02|N||
PNIKOL01|PNIKOL01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PNIKOLAU|PNIKOL01|04|FAM.HOTEL & RES. ST. NIKOLAUS|ELISABETH STAFFLER & C. KG|ST. NIKOLAUS, 73|ULTEN|BZ|39016|02616790214||02|N||
PORTLE04|PORTLE04|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PORTLERS|PORTLE04|04|ORTLERSPITZ KG|DES LICATA BENNO & CO.|VIA VITTORIO VENETO, 15|ST. VALENTIN A.D. HEIDE|BZ|39020|02616790214||02|N||
POST02|POST02|04|HOTEL POST|SPECHTENHAUSER DAVID|HAUPTSTRASSE, 20|ST. VALENTIN A.D.H.|BZ|39020|02589280219||01|N||
PRISCA|PRISCA|04|BAR CAFE' PRISCA|GUFLER PRISCA CHRISTINE|CHURBURGGASSE, 1A|SCHLUDERNS|BZ|39020|01232540219||01|N||
PSTOCK01|PSTOCK01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSTOCKER|PSTOCK01|04|VALENTIN KG STOCKER MARTINA & CO.|HOTEL STOCKER|HAUPTSTRASSE, 42|ST. VALENTIN A.D. HAIDE|BZ|39020|02616790214||02|N||
PWALDK01|PWALDK01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PWALDKON|PWALDK01|04|VILLA WALDKONIGIN|PUKO KG D. PUNT KONSTANTIN & C.|WALDWEG, 17|ST. VALENTIN AUF D. HAIDE|BZ|39027|02616790214||02|N||
RESCHENS|RESCHENS|04|RESCHEN SHOP SAS|D. PIRISI GIULIA & CO.|VIA NAZIONALE - PASSO RESIA|RESIA|BZ|39027|02379890219||01|N||
RESCHN01|RESCHN01|04|RESCHNER ALM|RAPP FABIAN|NEUDORF, 37|RESCHEN|BZ|39027|02848320210||01|N||
RESCHNER|RESCHNER|04|HOTEL RESCHNERHOF KG|DER OBERKOFLER KATJA & CO.|HAUPTSTRASSE, 47|RESCHEN|BZ|39027|02503540219||01|N||
ROBY01|ROBY01|04|ROBY KELLER|MUHAMMAD FAROOQ|HAUPTSTRASSE, 27|ST. VALENTIN A.D. HAIDE|BZ|39020|03129010215||01|N||
ROSSL|ROSSL|04|BURG-GASTHOF ZUM WEISSEN ROSSL|PUNT URSULA & CO. KG|MERANERSTRASSE, 3|SCHLUDERNS|BZ|39020|02579120219||01|N||
RUNGG07|RUNGG07|04|BRESL GMBH||G.I. VERDROSS STRASSE, 12/B|MALS|BZ|39024|03088630219||01|N||
SCHLINIG|SCHLINIG|04|SCHLINIGERALM - MORIGGL VICTORIA||VIA BURGUSIO, 176 INT 1|BURGUSIO - MALLES VENOSTA|BZ|39024|03246940211||01|N||
SCHLOS02|SCHLOS02|04|SCHLOSSBAR KG BURGEIS|DES KUENRATH SEVERIN & CO.|BURGEIS 183|MALS|BZ|39024|02977250212||01|N||
SCHONB01|SCHONB01|04|SCHONBLICK KG|BURGER EWALD||ST. VALENTIN|BZ|39020|02278960212||01|N||
SCHUST01|SCHUST01|04|SCHUSTER GMBH|FILIALE TARTSCH|HAUPTSTRASSE, 8|MALS/TARTSCH|BZ|39024|00638530212||03|N||
SCHWAR01|SCHWAR01|04|GASTHOF SCHWARZER ADLER KG|TRAFOIER DANIEL & CO.|RESCHEN ALTDORFSTR. 1|GRAUN VINSCHGAU|BZ|39027|02382020218||01|N||
SEEHOTEL|SEEHOTEL|04|SEEHOTEL GMBH||HAUPTSTRASSE, 19|GRAUN I. V.|BZ|39027|01238250219||03|N||
SENNEREI|SENNEREI|04|SENNEREI BURGEIS|GENOS. UND LANDWIRTSCHAFTLICHE GES.|BURGEIS, 77|MALS|BZ|39024|00125710210||01|N||
SESVENNA|SESVENNA|04|SESVENNAHUTTE|MESSNER GEORR|MATSCHER WINKEL, 3|SCHLUDERNS|BZ|39020|03314320213||01|N||
SKIHAUS|SKIHAUS|04|SKIHAUS SCHONEBEN GMBH||RESCHEN, 21/B|GRAUN I. V.|BZ|39027|00473020212||03|N||
SKIKURS|SKIKURS|04|SKIKURS|TOURISTIK & FREIZEIT GMBH|VIA ST. BENEDIKT, 1|MALS|BZ|39024|00155580210||01|N||
SPEEDEAT|SPEEDEAT|04|SPEEDEAT|RATSCHILLER JOHANN|BAHNHOFSTR. 33|MALS|BZ|39024|02633150210||01|N||
SPORTV02|SPORTV02|04|AMATEUR SPORTVEREIN MALS|SEKTION TENNIS|MARKTGASSE, 13|MALS|BZ|39024|01448330215||01|N||
SPORTV05|SPORTV05|04|A.S.V. BURGEIS|THONI KARLHEINZ|BURGEIS|BURGEIS VINSCHGAU|BZ|39024|91047730212||01|N||
SPORTWEL|SPORTWEL|04|SPORT + WELL MALS|TOURISTIK & FREIZEIT GMBH|VIA ST. BENEDIKT, 1|MALS|BZ|39024|00155580210||01|N||
SPRENGER|SPRENGER|04|PENSION SPRENGER|DES WIEDENHOFER OTHMAR & CO KG|KIRCHGASSE, 10|ST.VALENTIN/GRAUN|BZ|39020|02911260210||01|N||
STECHE01|STECHE01|04|HANDLUNG A.STECHER||HAUPTSTRASSE,17|ST.VALENTIN A.D.H.|BZ|39020|01174910214||01|N||
STECHE02|STECHE02|04|KAUFHAUS STECHER BRUNHILDE||MATSCH, 9|MALS|BZ|39024|03155280211||01|N||
STECHER|STECHER|04|SPORT TENNE|STECHER FROWIN & CO. KG|HAUPTSTR. 27|ST. VALENTIN A.D.H.|BZ|39027|02851700217||01|N||
STEFAN|STEFAN|04|LAPIS MONTI|WEGMANN WALTER|BURGEIS, 126|BURGEIS|BZ|39024|01064490210||01|N||
SUDTIROL|SUDTIROL|04|SUDTIROLER SANGERBUND||DOMINIKANERPLATZ|BOZEN|BZ|39100|80008060214||01|N||
TENDERSH|TENDERSH|04|TENDERSHOF|ANDREAS PRANTL|ALTDORFSTRASSE, 31|RESCHEN|BZ|39027|01676130212||01|N||
THEINE02|THEINE02|04|GARNI THEINER|THEINER MARIA CLAUDIA|LANGTAUFERERSTRASSE, 47|GRAUN|BZ|39020|01586400218||01|N||
THEINER|THEINER|04|JOACHIM THEINER & CO.|LOWENWIRT KG|BURGEIS, 46|MALS|BZ|39024|02726410216||01|N||
TIME|TIME|04|EISCAFFE'TIME OHG|D.ANDERSAG DOLORES & ELKE|VINSCHGAUERSTRASSE,15|SCHLUDERNS|BZ|39020|01613140217||01|N||
TIROL|TIROL|04|PENSION TIROL|STECHER SCHOPF BARBARA|WALDWEG, 7|ST. VALENTIN|BZ|39020|00235920212||01|N||
TOURIS02|TOURIS02|04|TOURISMUSVER. GEM. MALS|SCHLUDERNS UND STADT GLURNS|ST.BENEDIKTSTRASSE, 1|MALS|BZ|39024|02241890215||01|N||
TOWER|TOWER|04|TOWER IMBISS|STROBL GABRIEL|BURGEIS, 139|MALS|BZ|39024|03035130214||01|N||
TYROL|TYROL|04|HOTEL PENSION TYROL|SCHENK KARL FRANZ|FROHLICHGASSE,4|MALS|BZ|39024|00045280211||01|N||
UINA|UINA|04|BAR UINA|ZIERNHELD CLAUDIA|SCHLINIG, 43|MALS|BZ|39024|01214400218||01|N||
VALENTIN|VALENTIN|04|HOTEL ST. VALENTIN|STECHER KARIN|HAUPTSTRASSE, 35|ST. VALENTIN A.D.H.|BZ|39027|00681320214||01|N||
VERONA|VERONA|04|HELLAS VERONA||VIA PANCALDO, 68|VERONA|VR|37100|02284490238|1|01|N||
VSM|VSM|04|VSM - BEZIRK SCHLANDERS|OBMANN MANFRED HORRER|GRUBELSTRASSE, 23|SCHLANDERS|BZ|39028|94042650211||01|N||
WALDKONI|WALDKONI|04|VILLA WALDKONIGIN|PUKO KG DES PUNT K. & CO.|WALDWEG, 17|ST.VALENTIN AUF DER HAIDE|BZ|39027|01752340214||01|N||
WATLES01|WATLES01|04|AUFSTIEGSANLAGEN REST.|TOURISTIK & FREIZEIT GMBH|VIA ST. BENEDIKT, 1|MALS|BZ|39024|00155580210||01|N||
WEINHOF|WEINHOF|04|WEINHOF|KOFLER FRANZ TRANS KG|VINSCHGAUERSTRASSE, 4 A|SCHLUDERNS|BZ|39020|02933360212||01|N||
WEISSKUG|WEISSKUG|04|GASTHOF WEISSKUGEL MATSCH|MASIERO FRANCESCA|VIA ALDO MORO, 35|SALORNO|BZ|39040|03084380215||01|N||
ZUMSEE|ZUMSEE|04|ZUM SEE GMBH||KIRCHGASSE, 26|ST. VALENTIN A.D.H.|BZ|39027|03186610212||01|N||
ALTERS12|ALTERS12|05|GEMEINDE TIROL|CIG: Z991248843 - GA 467-2014|HAUPTSTRASSE, 8|TIROL|BZ|39019|00445330210|||N|02330|
ANDREASH|ANDREASH|05|RESTAURANT ANDREAS HOFER|PARTH EDUARD|HAUPTSTRASSE, 12|DORF TIROL|BZ|39019|01087830210||01|N||
ANTHEA|ANTHEA|05|PICHLER THOMAS|APPARTEMENT-HOTEL ANTHEA|SEMINARSTRASSE 30|DORF TIROL|BZ|39019|03009650213||01|N||
ATHESIA|ATHESIA|05|VERLAGSANST. ATHESIA GMBH|HORST PICHLER|LAUBEN, 41|BOZEN|BZ|39100|00100770213||01|N||
BAKERY|BAKERY|05|BAKERY - MY LITTLE BAKERY|GRUBER MICHAEL|HASLACHSTRASSE 50/A|DORF TIROL|BZ|39019|02932710219||01|N||
BELLEVUE|BELLEVUE|05|HOTEL BELLEVUE KG|DER KLOTZNER DAGMAR & CO. KG|SEGENBUHELWEG, 21|DORF TIROL|BZ|39019|02347160216||01|N||
BRUNNHOF|BRUNNHOF|05|HOTEL BRUNNHOFER - KLOTZNER KG|DES KLOTZNER FRANZ & CO.|AICHWEG, 33|DORF TIROL|BZ|39019|00747310217||03|N||
CASTEL|CASTEL|05|HOTEL CASTEL GMBH||KESCHTNGASSE, 18|DORF TIROL|BZ|39019|02252660218||01|N|00400|
DORFCA01|DORFCA01|05|DORFCAFE' TIROL|ANDREAS LANGEBNER|HAUPTSTRASSE, 6-B|TIROL|BZ|39019|02821170210||01|N||
DORFMUHL|DORFMUHL|05|TORGGELEKELLER ZUR DORFMUHLE|SCHNITZER MANFRED|HASLACHSTR. 15|DORF TIROL|BZ|39019|02834170215||01|N||
DORNBACH|DORNBACH|05|GARNI HOTEL DORNBACH|PICHLER ROBERT & CO. KG|HASLACHSTRASSE, 61|DORF TIROL|BZ|39019|02493580217||01|N||
EDELWE04|EDELWE04|05|HAUS EDELWEISS|KOFLER DAVID|SEMINARSTRASSE, 10|DORF TIROL|BZ|39019|00079430211||01|N||
FARMERKR|FARMERKR|05|GASTHOF FARMERKREUZ|KOFLER KARL|HASLACHSTRASSE 105|DORF TIROL|BZ|39019|00372450213||01|N|00300|
FERNBLIC|FERNBLIC|05|MATZOLL ANNALIES||SEGENBUEHELWEG, 13|DORF TIROL|BZ|39019|02462550217||01|N||
FIECHTLH|FIECHTLH|05|PENSION FIECHTLHOF|ZWISCHENBRUGGER RAFFL IDA|AICHWEG, 9|DORF TIROL|BZ|39019|01524670211||01|N||
HALPEN01|HALPEN01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HALPENTI|HALPEN01|05|HOTEL STEPHANSHOF|HOFER STEFAN & CO. OHG|HASLACHERSTRASSE, 61/A|DORF TIROL|BZ|39019|01342330212||02|N||
HERIKA|HERIKA01|05|HOTEL ERIKA OHG|MAIR ERIKA NESTL & CO|HAUPTSTRASSE, 39|DORF TIROL|BZ|39019|01342330212||02|N||
HERIKA01|HERIKA01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HGARTN01|HGARTN01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HGARTNER|HGARTN01|05|HOTEL GARTNER GMBH|FAM. GARTNER|HAUPTSTRASSE, 65|DORF TIROL|BZ|39019|01342330212||03|N||
HGOLSE01|HGOLSE01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HGOLSERH|HGOLSE01|05|HOTEL GOLSERHOF KG|DER HILTRUD GUFLER & CO|AICHSTRASSE,32|DORF TIROL|BZ|39019|01342330212||02|N||
HJOHAN01|HJOHAN01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HJOHANNI|HJOHAN01|05|HOTEL JOHANNIS GMBH||AICHSTRASSE, 37|DORF TIROL|BZ|39019|01342330212||02|N||
HLAURI01|HLAURI01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HLAURIN|HLAURI01|05|HOTEL LAURIN|DER ILLMER E. & S. KG|HAUPTSTRASSE, 35|DORF TIROL|BZ|39019|01342330212||02|N||
HOCHMUT|HOCHMUT|05|GASTHOF HOCHMUT|PIRCHER MAX|MUTHOFWEG, 8|DORF TIROL|BZ|39019|02312760214||01|N||
HORTLE01|HORTLE01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HORTLER|HORTLE01|05|HOTEL ORTLER|DORF TIROL HOTELS GMBH|LINGWEG, 18|DORF TIROL|BZ|39019|01342330212||02|N||
HPATRI01|HPATRI01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HPATRIZI|HPATRI01|05|HOTEL PATRIZIA GMBH||LUTZWEG, 5|DORF TIROL|BZ|39019|01342330212||02|N||
HSONNB01|HSONNB01|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HSONNBIC|HSONNB01|05|HOTEL SONNBICHL GMBH|FAM. JAEGER|SEGENBUEHELSTRASSE, 15|DORF TIROL|BZ|39019|01342330212||02|N||
HSTROB02|HSTROB03|05|LANDSITZ STROBLHOF GMBH||AICHWEG, 29/29|DORF TIROL|BZ|39019|01342330212||02|N||
HSTROB03|HSTROB03|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HTIROL02|HTIROL02|05|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HZAGLER|HZAGLE01|05|AM SONNENHANG GMBH|ZAGLER STEFAN|HAUPTSTRASSE, 19|DORF TIROL|BZ|39019|01342330212||03|N||
ILLMER|ILLMER|05|PENSION ILLMER|ILLMER FRANZ|HAUPTSTRASSE, 34|DORF TIROL|BZ|39019|00198160210||01|N||
INGE|INGE|05|HOTEL APPARTAMENT INGE|STEGER SIEGFRIED|AICHWEG, 27|DORF TIROL|BZ|39019|00834830218||01|N||
KRONE05|KRONE05|05|HOTEL KRONE|CHIZZALI R. & CO. KG|AICHWEG, 40|DORF TIROL|BZ|39019|01191800216||01|N||
LADELE|LADELE|05|INSER LADELE|LADURNER ALOIS & CO OHG|HAUPTSTRASSE 32|DORF TIROL|BZ|39019|02484200213||03|N||
LAFOD|LAFOD|05|PENSION LAFOD|DER LEIMER INES & CO. KG|AICHWEG, 4|DORF TIROL|BZ|39019|03195910215||01|N||
LINDEN01|LINDEN01|05|LINDENWIRT|DES MAIR ROLAND & CO. OHG|SEMINARSTRASSE, 3/A|DORF TIROL|BZ|39019|01480230216||01|N||
MAIRAMTU|MAIRAMTU|05|HOTEL GASTHOF MAIR AM TURM|PRANTL HERMANN|HAUPSTR. 3|DORF TIROL|BZ|39019|00677580219||01|N||
MANNI|MANNI|05|MANNI'S WEINLADELE|HOLBLING KARL|SCHLOSSWEG, 5|DORF TIROL|BZ|39019|00532060217||01|N||
MILCHBAR|MILCHBAR|05|OBEX WILFRIED|MOLKEREI - MILCHBAR|HAUPTSTRASSE, 18|DORF TIROL|BZ|39019|00770170215||01|N||
MIRES|MIRES|05|GARNI-HOTEL MIR.ES||HASLACHSTR. 61|DORF TIROL|BZ|39019|02493580217||01|N||
OBERHOCH|OBERHOCH|05|HOFSCHANK OBERHOCHMUT|PIRCHER FLORIAN|MUTHOFE, 9|DORF TIROL|BZ|39019|03014810216||01|N||
OBERKASE|OBERKASE|05|OBERKASER SPRONS|BURGER STEPHAN|HASLACHSTRASSE, 68 A|DORF TIROL|BZ|39019|03075770218||01|N||
OLYMPIA|OLYMPIA|05|HOTEL OLYMPIA|MAIR FRANZ|GNAIDWEG, 3|DORF TIROL|BZ|39019|00190100214||01|N||
PALPEN03|PALPEN04|05|HOTEL ALPENHOF TIROL OHG|DES MARCH ANDREAS & RAUCH CHRISTA|HAUPTSTRASSE, 50|DORF TIROL|BZ|39019|02616790214||02|N||
PALPEN04|PALPEN04|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBURGG02|PBURGG03|05|BURGGRAFLER WEINSTUBE|HELLWEGER SILKE KG|HAUPTSTRASSE, 22|DORF TIROL|BZ|39019|02616790214||02|N||
PBURGG03|PBURGG03|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PEICHE01|PEICHE01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PEICHENH|PEICHE01|05|HOTEL EICHENHOF KG|DES GOTSCH ANDREAS|JAUFENSTR. 21|DORF TIROL|BZ|39019|02616790214||03|N||
PFORCH01|PFORCH01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PFORCHER|PFORCH01|05|PENSION FORCHER - LAMPRECHT KG|KARIN LAMPRECHT & CO.|SEGENBUEHELSTRASSE, 14|DORF TIROL|BZ|39019|02616790214||02|N||
PFURGG01|PFURGG01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PFURGGER|PFURGG01|05|RESTAURANT FURGGERHOF|BAUER JOHANN & CO. KG|SCHLOSSWEG, 5|DORF TIROL|BZ|39019|02616790214||02|N||
PGRAVE01|PGRAVE01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGRAVENS|PGRAVE01|05|GRAVENSTEIN OHG|D. KAPFERER JOHANN & CO.|JAUFENSTRASSE, 23/A|DORF TIROL|BZ|39019|02616790214||02|N||
PHASEL01|PHASEL01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PHASELRI|PHASEL01|05|HOTEL RESTAURANT HASELRIED|SCHNITZER THOMAS|SEMINARSTRASSE, 28|DORF TIROL|BZ|39019|02616790214||02|N||
PHERZG01|PHERZG01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PHERZGUT|PHERZG01|05|MG GMBH|GOTSCH MARTIN|SCHLOSSWEG, 13|DORF TIROL|BZ|39019|02616790214||02|N||
PIRCHE02|PIRCHE02|05|PIRCHER EMANUEL FRANCIS &CO.KG||HOHLGASSE, 3|RIFFIAN|BZ|39010|02636770212||01|N||
PIRCHERE|PIRCHERE|05|PIRCHER EMANUEL FRANCIS &CO.KG||HAUPTSTRASSE, 4|TIROL|BZ|39019|02636770212||01|N||
PIRPAMER|PIRPAMER|05|PIRPAMER E. & CO. OHG||HASLACHSTR. 1|DORF TIROL|BZ|39019|01192040218|||N||
PKARIN|PKARIN01|05|GARNI-HOTEL KARIN SRL||LINGWEG, 29|DORF TIROL|BZ|39019|02616790214||02|N||
PKARIN01|PKARIN01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKOHL|PKOHL01|05|KOHL'N KELLER|PRUNSTER B. & C. KG|HAUPTSTRASSE, 30 N|DORF TIROL|BZ|39019|02616790214||02|N||
PKOHL01|PKOHL01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKRAUS01|PKRAUS01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKRAUSE|PKRAUS01|05|HOTEL KRAUSE GMBH||KESCHTNGASSE, 17|DORF TIROL|BZ|39019|02616790214||02|N||
PKRONSBU|PKRONS01|05|HOTEL KRONSBUHEL|SCHOPF PETER|ST. PETER-STRASSE, 20|DORF TIROL|BZ|39019|02616790214||02|N||
PLECHN01|PLECHN01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PLECHNER|PLECHN01|05|HOTEL LECHNER KG|D. LECHNER MARKUS & CO.|HASLACHSTRASSE, 109|DORF TIROL|BZ|39019|02616790214||02|N||
PLEIME01|PLEIME01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PLEIMERH|PLEIME01|05|PENSION LEIMERHOF|DES TSCHURTSCHENTHALER ANTON|HAUTPSTRASSE, 20|DORF TIROL|BZ|39019|02616790214||02|N||
PMAIR|PMAIR01|05|HOTEL MAIR AM ORT KG|DER PRUENSTER ELISABETH|SCHLOSSWEG, 10|DORF TIROL|BZ|39019|02616790214||02|N||
PMAIR01|PMAIR01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMARIA|PMARIA01|05|HOTEL VILLA MARIA|DES TSCHOLL WALTER & CO. KG|SCHLOSSWEG, 7|DORF TIROL|BZ|39019|02616790214||02|N||
PMARIA01|PMARIA01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMINIG01|PMINIG01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMINIGOL|PMINIG01|05|HOTEL MINIGOLF KG|PRANTL MONIKA|KESCHTNGASSE, 13|DORF TIROL|BZ|39019|02616790214||03|N||
PORTLE01|PORTLE01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PORTLER|PORTLE01|05|ORTLERHOF|D. LADURNER GEORG & CO. KG|LINGSTRASSE, 26|DORF TIROL|BZ|39019|02616790214||02|N||
PPANOR01|PPANOR01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PPANORAM|PPANOR01|05|PANORAMA|PANORAMA-SCHLECHT'N SEPPL GMBH|SEGENBUHELWEG, 22|DORF TIROL|BZ|39019|02616790214||03|N||
PPARAD02|PPARAD03|05|HOTEL CAFE' PARADIES|WALDNER CHRISTIAN & C. KG|HAUPTSTRASSE, 27/A|DORF TIROL|BZ|39019|02616790214||02|N||
PPARAD03|PPARAD03|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PPATRI02|PPATRI03|05|CAFE' PATRIARCH KG|KOFLER MICHAEL & C.|HAUPTSTRASSE, 32|DORF TIROL|BZ|39019|02616790214||02|N||
PPATRI03|PPATRI03|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSANDG01|PSANDG01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSANDGRU|PSANDG01|05|SANDGRUBERHOF|PARTH WERNER|SCHLOSSWEG, 20|DORF TIROL|BZ|39019|02616790214||02|N||
PSCHLE01|PSCHLE01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSCHLECH|PSCHLE01|05|GOTSCH PHILIP|PANORAMA-SCHLECHT'N SEPPL GMBH|HAUPTSTRASSE, 4|DORF TIROL|BZ|39019|02616790214||03|N||
PSCHLOO1|PSCHLOO1|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSCHLOSS|PSCHLOO1|05|GASTHAUS SCHLOSS TIROL KG|TSCHURTSCHENTHALER HELGA|SCHLOSSWEG, 25|DORF TIROL|BZ|39019|02616790214||01|N||
PSONNE06|PSONNE07|05|HOTEL RESTAURANT SONNE|STEFANIE GOTSCH & C. KG|SCHLOSSWEG, 4|DORF TIROL|BZ|39019|02616790214||02|N||
PSONNE07|PSONNE07|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSTEFA02|PSTEFA03|05|PENSION - CAFE' STEFANIE|GEIER JOHANN|LINGSTRASSE, 30|DORF TIROL|BZ|39019|02616790214||02|N||
PSTEFA03|PSTEFA03|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PTIROL|PTIROL01|05|HOTEL CAFE' EISDIELE TIROL|TSCHOLL MANUELA & C. KG|TANZGASSE, 4|DORF TIROL|BZ|39019|02616790214||02|N||
PTIROL01|PTIROL01|05|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
