CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
VOLLANER|VOLLANER|00|VOLLANER BADL|DES KARL GRUBER & CO. OHG|PLATZERS, 1|TISENS|BZ|39010|00680150216|T|01|N||
VORANERA|VORANERA|00|VORANERALM|REITERER MARIA|ASCHEL, 60|VORAN|BZ|39010|01221020215||01|N||
VORHAUSE|VORHAUSE|00|KONDITOREI|VORHAUSER WALTER|ROMSTRASSE, 94|BURGSTALL|BZ|39010|01328520216||01|N||
WAALRAST|WAALRAST|00|RESTAURANT WAALRAST|UNTERHOLZNER ROLAND|BRANDIS-WAALWEG, 5|LANA|BZ|39011|01683650210||01|N||
WAIDMANN|WAIDMANN|00|WAIDMANNALM|LADURNER CHRISTIAN|PIFFINGERWEG, 30|HAFLING|BZ|39010|03251780213||01|N||
WALDE|WALDE|00|GASTHOF WALDE KG|PRUNSTER ALOIS FLORIAN & CO.|VERNUER, 24|RIFFIAN|BZ|39010|03069990210||01|N||
WALDINGE|WALDINGE|00|REST. WALDINGER OHG|TINKHAUSER ERICH & CO.|DORFSTRASSE 5|VILPIAN|BZ|39010|00849580212||01|N||
WALDSC01|WALDSC01|00|WALDSCHENKE KG|DES PIRCHER WALTER & CO.|TALSTATION 565|ST. WALBURG / ULTEN|BZ|39016|01372550218||01|N||
WALLNOFE|WALLNOFE|00|WALLNOFER ELMAR|MARKET|HAUPTSTRASSE, 51|PRAD|BZ|39026|00147650212||01|N||
WARGERHO|WARGERHO|00|WARGERHOF|SCHWARZ KUNIGUNDE|SCHLANEIDERSTRASSE, 12|MOLTEN|BZ|39010|02616630212||01|N||
WEINBERG|WEINBERG|00|PENSION WEINBERG|DEMETZ JOSEF|KIRCHWEG, 20|RIFFIAN|BZ|39010|01289740217||01|N||
WEINGUT|WEINGUT|00|PENSION WEINGUT|RAFFEINER GOTTHARD|SCHALLHOFWEG, 19|MERAN|BZ|39012|01447100213||01|N||
WEISSE10|WEISSE10|00|GASTHAUS WEISSES ROSSL|TRATTER PAUL & CO. KG|LINTERWIESE, 144/C|ST.PANKRAZ|BZ|39010|01423270212||01|N||
WEISSE12|WEISSE12|00|GAST.WEISSES ROSSL TEISS|DES NAGELE HERMANN|MERANERSTRASSE,5|LANA|BZ|39011|01625170210||01|N||
WINZERHO|WINZERHO|00|PENS. WINZERHOF|KLOTZNER & HUBER A. OHG|SCHALLHOFWEG, 3A|MERAN|BZ|39012|00850550211||01|N||
WIRTSCHA|WIRTSCHA|00|INSITUT F.WIRTSCHAFTSFORDERUNG|010 FEST DES SUDTIROLER APFEL|PERATHONERSTRASSE, 10|BOZEN|BZ|39100|01716880214||01|N||
WORNDLE|WORNDLE|00|WORNDLE ROSA||GFALLWANDSTRASSE, 6|RABLAND PARTSCHINS|BZ|39020|00482140217||01|N||
WROSSL01|WROSSL01|00|RESTAURANT WEISSES ROSSL|PRISTER L.& S.|ROMSTRASSE, 135|BURGSTALL|BZ|39018|00749220216||01|N||
ZENI|ZENI|00|ZENI REMO SAS||VIA ROMA, 20|POSTAL|BZ|39014|00861780211|1|01|N||
ZERZER|ZERZER|00|MARKET ZERZER OHG|ZERZER JOHANN GEORG & CO.|GOFLAN,36|SCHLANDERS|BZ|39028|00759380215||01|N||
ZOGGEL02|ZOGGEL02|00|ZOGGELER FRANZ & CO. KG||ROMSTRASSE, 106|BURGSTALL|BZ|39014|00153560214||01|N||
ZOGGLERH|ZOGGLERH|00|PENSION ZOGGLERHOF|JOSEF ZOSCHG ERBEN|ST.WALBURG, 154|ULTEN|BZ|39016|02210190217||01|N||
